address,lat,lng,price,bed,bath,sqft,lotSize,property_type,property_style,year_built
"Lot C-1 Baker Point Road Molega North, NS B0T 1X0",44.406937,-64.868365,159900.0,,,0,7426980.0,Land,,
"603 E Green Harbour Rd East Green Harbour, NS B0T 1L0",43.705758,-65.141783,399000.0,3.0,1.0,0,269641.0,Single Family,,
"1377 Canada Hill Rd Lockeport, NS B0T 1L0",43.802998,-65.124588,99000.0,1.0,1.0,0,121968.0,Single Family,Mini,
"93 Sperry Rd West Green Harbour, NS B0T 1L0",0.0,0.0,529000.0,2.0,1.0,0,135180.0,Single Family,Bungalow,1972.0
"3470 Sandy Point Rd Shelburne, NS B0T 1W0",43.684959,-65.242012,824900.0,3.0,3.0,0,529690.0,Single Family,,2004.0
"112 Old Port Mouton Rd LIVERPOOL, NS B0T 1K0",44.033194,-64.722329,34444.0,,,0,34443.0,Land,,
"6822 Highway 3 Hunt's Point, NS B0T 1G0",0.0,0.0,609000.0,4.0,3.0,0,67113.0,Single Family,,1955.0
"50 Church St Lockeport, NS B0T 1L0",43.694485,-65.110527,298000.0,2.0,2.0,0,5998.0,Single Family,,2018.0
"Lot 1 Pleasant River Preserve Pleasant River, NS B0T 1X0",0.0,0.0,99900.0,1.0,,0,378972.0,Single Family,"Camp,Cottage",
"157 Lodge Rd Labelle, NS B0T 1E0",0.0,0.0,209000.0,,,0,39901.0,Land,,
"680 Harbour Acre Rd Molega, NS B0T 1E0",0.0,0.0,210000.0,,,0,104544.0,Land,,
"16 John St Shelburne, NS B0T 1W0",43.761925,-65.323318,549000.0,,,0,5301.0,Multifamily,,1864.0
"680 Harbour Acres Rd Molega, NS B0T 1E0",0.0,0.0,210000.0,2.0,2.0,0,104544.0,Single Family,Other,
"233 Highway 8 Milton, NS B0T 1P0",0.0,0.0,289000.0,2.0,2.0,0,7536.0,Single Family,Bungalow,1960.0
"3036 W Sable Rd Little Harbour, NS B0T 1V0",43.706739,-65.025314,339000.0,3.0,1.0,0,107637.0,Single Family,,
"51 Ballou Crest Rd Labelle, NS B0T 1E0",0.0,0.0,649900.0,3.0,5.0,0,47916.0,Single Family,Bungalow,1999.0
"173 W Caledonia Rd Caledonia, NS B0T 1B0",44.369099,-65.04023,369900.0,2.0,1.0,0,2666726.0,Single Family,Bungalow,1961.0
"Lots Whites Hill Road Upper Clyde River, NS B0T 1W0",0.0,0.0,179000.0,,,0,6141960.0,Land,,
"854 Weymouth Falls Rd Weymouth Falls, NS B0T 3W0",0.0,0.0,59900.0,,,0,7863.0,Other,,
"Lot Sandy Point Road Jordan Bay, NS B0T 1W0",0.0,0.0,49500.0,,,0,2613600.0,Land,,
"6 Scobey Ln Mersey Point, NS B0T 1K0",0.0,0.0,375000.0,,,0,108717.0,Land,,
"5 Scobey Ln Mersey Point, NS B0T 1K0",0.0,0.0,350000.0,,,0,94721.0,Land,,
"4 Scobey Ln Mersey Point, NS B0T 1K0",0.0,0.0,350000.0,,,0,75346.0,Land,,
"Brier Hill Road Upper Clyde, NS B0T 1W0",0.0,0.0,45900.0,,,0,884704.0,Land,,
"120 Mansfield Dr Mersey Point, NS B0T 1K0",0.0,0.0,595000.0,3.0,2.0,0,126999.0,Single Family,,1992.0
"32 Maple Dr LIVERPOOL, NS B0T 1K0",44.021338,-64.675994,495000.0,4.0,2.0,0,53200.0,Single Family,,1979.0
"Lot Baccaro Road East Baccaro, NS B0T 1T0",0.0,0.0,299000.0,,,0,1062864.0,Land,,
"60 Transvaal St Shelburne, NS B0T 1W0",43.76926,-65.32058,169000.0,2.0,1.0,0,22098.0,Single Family,Bungalow,1950.0
"385 Brighton Rd Lockeport, NS B0T 1L0",43.713001,-65.124695,289900.0,4.0,1.0,0,250801.0,Single Family,Bungalow,1956.0
"Lot 37 Pine Island Drive Labelle, NS B0T 1E0",0.0,0.0,23000.0,,,0,29198.0,Land,,
"Lot 1 Pleasant River Preserve Pleasant River, NS B0T 1X0",0.0,0.0,99900.0,,,0,378972.0,Land,,
"Lot 5 Pleasant River Preserve Pleasant River, NS B0T 1X0",0.0,0.0,49900.0,,,0,1089000.0,Land,,
"Lot 2 Pleasant River Preserve Pleasant River, NS B0T 1X0",0.0,0.0,49900.0,,,0,1089000.0,Land,,
"Lot 4 Pleasant River Preserve Pleasant River, NS B0T 1X0",0.0,0.0,49900.0,,,0,1089000.0,Land,,
"Lot 3 Pleasant River Preserve Pleasant River, NS B0T 1X0",0.0,0.0,49900.0,,,0,1089000.0,Land,,
"61 Sunrise Cir W Labelle, NS B0T 1E0",0.0,0.0,44900.0,,,0,34199.0,Land,,
"Lot Pid APT 70229026 Old Port Mouton Road White Point, NS B0T 1K0",0.0,0.0,109999.0,,,0,5989500.0,Land,,
"Domino Drive Westfield, NS B0T 1B0",44.446301,-65.002777,65900.0,,,0,470448.0,Land,,
"Lot Pid70044557 Shore Road Western Head, NS B0T 1K0",43.713326,-65.181709,159000.0,,,0,42279.0,Land,,
"Lot Shore Road North East Harbour, NS B0T 1W0",0.0,0.0,19000.0,,,0,675180.0,Land,,
"Lots Highway 3 Walls Lake, NS B0T 1V0",0.0,0.0,119000.0,,,0,6142396.0,Land,,
"75 Bowers Rd Shelburne, NS B0T 1W0",43.789867,-65.349983,224900.0,2.0,2.0,0,21462.0,Single Family,Mini,1992.0
"1168 Little Harbour Rd Little Harbour, NS B0T 1V0",43.720924,-65.033552,499900.0,4.0,2.0,0,312325.0,Single Family,2 Level,1877.0
"1694 W Sable Rd Louis Head, NS B0T 1V0",43.748129,-65.01758,249000.0,,,0,3267000.0,Land,,
"Lot 29 Tupper Lake Westfield, NS B0T 1X0",0.0,0.0,65000.0,,,0,1258884.0,Land,,
"170 Uhlman Point Rd #41 Molega North, NS B0T 1X0",44.387901,-64.868713,49900.0,,,0,41199.0,Land,,
"213 Ponhook Shore Rd Labelle, NS B0T 1E0",0.0,0.0,475000.0,3.0,1.0,0,40881.0,Single Family,Bungalow,1977.0
"380 Highway 8 Milton, NS B0T 1P0",44.124958,-64.750603,425000.0,3.0,2.0,0,87120.0,Single Family,,
"10 Cottage Ln #b Pleasantfield, NS B0T 1X0",44.36702,-64.950165,49900.0,,,0,47698.0,Land,,
"Lot 7&7a Cottage Lane Pleasantfield, NS B0T 1X0",44.36702,-64.950165,99900.0,,,0,54681.0,Land,,
"Lot 9b 9b Cottage Lane Pleasantfield, NS B0T 1X0",44.36702,-64.950165,49900.0,,,0,47899.0,Land,,
"125 Cottage Ln Pleasantfield, NS B0T 1X0",44.36702,-64.950165,299900.0,2.0,1.0,0,44357.0,Single Family,Bungalow,1995.0
"7 King St Liverpool, NS B0T 1K0",0.0,0.0,575000.0,2.0,2.0,0,68389.0,Single Family,,1920.0
"828 Central Port Mouton Rd South West Port Mouton, NS B0T 1T0",0.0,0.0,185000.0,4.0,1.0,0,41164.0,Single Family,,1942.0
"9 Somerset Dr East Sable River, NS B0T 1V0",43.798649,-65.004745,45000.0,,,0,151828.0,Land,,
"101 Clements St Shelburne, NS B0T 1W0",43.7608,-65.31259,82000.0,3.0,1.0,0,9091.0,Single Family,,1949.0
"64 Latham Rd Port Mouton, NS B0T 1T0",0.0,0.0,187000.0,4.0,1.0,0,60000.0,Single Family,,
"5163 Shore Rd Shelburne, NS B0T 1W0",43.549221,-65.388405,139900.0,3.0,,0,89298.0,Single Family,,1904.0
"19 Waterloo St Liverpool, NS B0T 1K0",44.040092,-64.704124,779900.0,3.0,3.0,0,21427.0,Single Family,,1987.0
"168 Stevens Rd East Green Harbour, NS B0T 1L0",43.791698,-65.107964,2200000.0,2.0,3.0,0,871200.0,Single Family,,2003.0
"164 Black Point Rd Shelburne, NS B0T 1W0",43.568264,-65.358414,189900.0,,1.0,0,10001.0,Single Family,Other,1958.0
"Lot West Sable Road Little Harbour, NS B0T 1V0",43.722595,-65.032463,239000.0,,,0,998874.0,Land,,
"Lot 24 Domino Drive Westfield, NS B0T 1B0",0.0,0.0,69000.0,,,0,766656.0,Land,,
"69 Thumb Cap Point Rd Labelle, NS B0T 1E0",0.0,0.0,899000.0,3.0,3.0,0,209101.0,Single Family,,1979.0
"1112 Sandy Point Rd Shelburne, NS B0T 1W0",43.710339,-65.320175,1950000.0,7.0,5.0,0,39640.0,Single Family,3 Level,2019.0
"Lot Highway 3 East Jordan, NS B0T 1J0",0.0,0.0,65000.0,,,0,3742645.0,Land,,
"Sandy Point Road Sandy Point, NS B0T 1W0",43.724709,-65.315735,190000.0,,,0,60984.0,Land,,
"Lot 5 Stewart's Point Road East Port L'hebert, NS B0T 1T0",0.0,0.0,275000.0,,,0,5134418.0,Land,,
"2587 Highway 3 Allendale, NS B0T 1L0",0.0,0.0,199000.0,3.0,2.0,0,12916.0,Single Family,,
"88 Morton Dr Liverpool, NS B0T 1K0",44.013763,-64.746658,21500.0,,,0,21527.0,Land,,
"90 Morton Dr Liverpool, NS B0T 1K0",44.013763,-64.746658,22500.0,,,0,22603.0,Land,,
"68 Morton Dr Liverpool, NS B0T 1K0",44.013763,-64.746658,20500.0,,,0,20451.0,Land,,
"67 Morton Dr Liverpool, NS B0T 1K0",44.01461,-64.744843,20500.0,,,0,20451.0,Land,,
"87 Morton Dr Liverpool, NS B0T 1K0",44.01461,-64.744843,22500.0,,,0,22603.0,Land,,
"69 Morton Dr Liverpool, NS B0T 1K0",44.01461,-64.744843,21500.0,,,0,21527.0,Land,,
"70 Morton Dr Liverpool, NS B0T 1K0",44.013763,-64.746658,22500.0,,,0,22603.0,Land,,
"89 Morton Dr Liverpool, NS B0T 1K0",44.01461,-64.744843,22500.0,,,0,22599.0,Land,,
"Acreage Pid 70184155 Highway 210 Middlefield, NS B0T 1E0",44.202957,-64.87516,39000.0,,,0,653400.0,Land,,
"17 Pine Island Dr Labelle, NS B0T 1E0",44.327366,-64.860497,25000.0,,,0,39300.0,Land,,
"2 Deer Point Rd Labelle, NS B0T 1E0",44.349373,-64.831444,89000.0,,,0,41900.0,Land,,
"Lot 27 Maplesue Point Drive Molega, NS B0T 1X0",0.0,0.0,124900.0,,,0,117612.0,Land,,
"Lot K-3 1944 Sandy Point Road Shelburne, NS B0T 1W0",43.683942,-65.30558,149000.0,,,0,44240.0,Land,,
"143 Bear Falls Rd Bangs Falls, NS B0T 1E0",0.0,0.0,85000.0,2.0,1.0,0,22499.0,Single Family,"Cottage,Camp",1959.0
"Lot West Sable Road Shelburne, NS B0T 1W0",0.0,0.0,54900.0,,,0,657756.0,Land,,
"Lot Pid70162292 Oliver Street MILTON HIGHLANDS, NS B0T 1P0",0.0,0.0,48000.0,,,0,9313.0,Land,,
"575 Devonshire Rd West Caledonia, NS B0T 1T0",44.042553,-64.97979,379900.0,,,0,827048.0,Other,,2013.0
"145 Union St Liverpool, NS B0T 1K0",44.035004,-64.717644,164900.0,3.0,1.0,0,7919.0,Single Family,,1941.0
"Lot 1 West Sable Road West Middle Sable, NS B0T 1V0",0.0,0.0,149900.0,,,0,899950.0,Land,,
"12 Birchtown Rd Shelburne, NS B0T 1W0",43.749649,-65.379669,139000.0,2.0,1.0,0,6800.0,Single Family,,
"637 Main St Liverpool, NS B0T 1K0",44.039204,-64.727943,19900.0,,,0,23196.0,Land,,
"Mcnutts Island Road Mcnutts Island, NS B0T 1W0",43.644913,-65.301926,39000.0,,,0,2178000.0,Land,,
"Lot Central Port Mouton Road PORT MOUTON, NS B0T 1T0",0.0,0.0,140000.0,,,0,1202369.0,Land,,
"8776 Upper Clyde Rd Shelburne, NS B0T 1W0",43.853722,-65.406342,244900.0,2.0,1.0,0,22603.0,Single Family,,
"1021 Highway 8 Maitland Bridge, NS B0T 1A0",0.0,0.0,49000.0,,,0,6299.0,Land,,
"4615 Highway 203 Shelburne, NS B0T 1W0",43.945683,-65.413498,228000.0,1.0,,0,95832.0,Single Family,2 Level,2020.0
"77 Westfield Rd Caledonia, NS B0T 1B0",44.38187,-65.020882,170000.0,,,0,121611.0,Land,,
"262 Church St Liverpool, NS B0T 1K0",44.035641,-64.716698,229000.0,3.0,2.0,0,11840.0,Single Family,,
"Lot 12 Deer Point Road Labelle, NS B0T 1E0",0.0,0.0,99000.0,,,0,62099.0,Land,,
"75 Tupper St Milton, NS B0T 1P0",44.054893,-64.750725,515000.0,4.0,1.0,0,174240.0,Single Family,,1980.0
"Lot Pid APT 80120017 West Head Road Western Head, NS B0T 1M0",43.67738,-65.129913,164900.0,,,0,422532.0,Land,,
"Acreage 138 Shore Road BIRCH GROVE, NS B0T 1W0",0.0,0.0,52900.0,,,0,1570338.0,Land,,
"92 Church Rd East Green Harbour, NS B0T 1L0",43.720291,-65.133492,179900.0,3.0,1.0,0,138956.0,Single Family,,
"Lot West Sable Road West Sable, NS B0T 1L0",0.0,0.0,349000.0,,,0,5575680.0,Land,,
"9050 Upper Clyde Rd Shelburne, NS B0T 1W0",43.844406,-65.397041,249900.0,2.0,1.0,0,17219.0,Single Family,,
"2450 W Sable Rd Little Harbour, NS B0T 1W0",43.720421,-65.035561,259000.0,3.0,1.0,0,142441.0,Single Family,,1946.0
"87 Somerset Dr East Sable River, NS B0T 1V0",43.799175,-65.000832,339500.0,2.0,2.0,0,159308.0,Single Family,Bungalow,1993.0
"East Sable Road Sable River, NS B0T 1V0",43.827091,-65.038597,149000.0,,,0,10338530.0,Land,,
"Payzant Lake Whiteburn Mines, NS B0T 1B0",0.0,0.0,374900.0,,,0,8712000.0,Land,,
"1181 Oak Hill Rd Shelburne, NS B0T 1W0",43.893597,-65.366875,559000.0,3.0,2.0,0,143748.0,Single Family,,1984.0
"Lot Highway 3 Reids Hill, NS B0T 1W0",0.0,0.0,39500.0,,,0,79715.0,Land,,
"3583 Highway 3 East Green Harbour, NS B0T 1L0",43.791698,-65.107964,75000.0,,,0,224770.0,Land,,
"73 Carters Beach Road PORT MOUTON, NS B0T 1T0",43.91245,-64.8291,369000.0,,,0,75359.0,Land,,
"Lot Pid 70073275 West Street MILTON HIGHLANDS, NS B0T 1P0",0.0,0.0,79000.0,,,0,10973.0,Land,,
"87 Ediths Point Rd South Brookfield, NS B0T 1K0",0.0,0.0,599000.0,4.0,2.0,0,334759.0,Single Family,"2 Level,Bungalow",2007.0
"80 Hammond St Shelburne, NS B0T 1W0",43.756771,-65.317207,359500.0,4.0,2.0,0,10746.0,Single Family,,
"7 Lot Baker Point Rd Molega, NS B0T 1X0",44.406937,-64.868365,20000.0,,,0,50965.0,Land,,
"234 Water St Shelburne, NS B0T 1W0",43.769444,-65.326866,849900.0,,,0,36220.0,Multifamily,,
"1247 Sandy Point Rd Shelburne, NS B0T 1W0",43.70673,-65.31118,850000.0,5.0,2.0,0,871200.0,Single Family,,1863.0
"8494 Highway 3 Port Mouton, NS B0T 1T0",43.877743,-64.899948,135000.0,,,0,43177.0,Land,,
"2 Brunswick St Liverpool, NS B0T 1K0",44.036644,-64.723663,39900.0,,,0,8002.0,Land,,
"Pid70041892 Shore Road Mersey Point, NS B0T 1K0",0.0,0.0,349900.0,,,0,454331.0,Land,,
"Lot 15 Hemlock Street CALEDONIA, NS B0T 1B0",0.0,0.0,13000.0,,,0,10764.0,Land,,
"211 Mowatt St Shelburne, NS B0T 1W0",43.767845,-65.325249,298500.0,3.0,2.0,0,21715.0,Single Family,,1898.0
"98 Lakeside Dr Shelburne, NS B0T 1W0",43.843075,-65.398567,299000.0,2.0,1.0,0,39457.0,Single Family,Bungalow,
"Lot Pid APT 70017504 Common Street|pid APT 70017504 LIVERPOOL, NS B0T 1K0",0.0,0.0,22500.0,,,0,12916.0,Land,,
"Lot Pid APT 70019047 George Street|pid APT 70019047 LIVERPOOL, NS B0T 1K0",0.0,0.0,19900.0,,,0,10764.0,Land,,
"Lot Sandy Point Road Jordan Ferry, NS B0T 1W0",0.0,0.0,129000.0,,,0,544500.0,Land,,
"Lot 4 Sandy Point Road Jordan Ferry, NS B0T 1W0",0.0,0.0,64000.0,,,0,87120.0,Land,,
"Lot 3 Sandy Point Road Jordan Ferry, NS B0T 1W0",0.0,0.0,79000.0,,,0,121968.0,Land,,
"East Sable Rd Sable River Sable River, NS B0T 1V0",0.0,0.0,110000.0,,,0,283140.0,Land,,
"Lot Shore Road Western Head, NS B0T 1K0",0.0,0.0,150000.0,,,0,108464.0,Land,,
"111 Little Port Lhebert Rd Little Port L'hebert, NS B0T 1V0",0.0,0.0,695000.0,2.0,2.0,0,344124.0,Single Family,,2002.0
"78 Court St Liverpool, NS B0T 1K0",44.037807,-64.711937,549000.0,5.0,3.0,0,67518.0,Single Family,,1860.0
"Lot 31 Ponhook Drive Labelle, NS B0T 1E0",0.0,0.0,290000.0,2.0,1.0,0,45398.0,Single Family,Bungalow,
"Lots Shore Road Churchover, NS B0T 1W0",0.0,0.0,185000.0,,,0,7333967.0,Land,,
"47 Paces Ln Shelburne, NS B0T 1W0",43.61021,-65.343651,550000.0,4.0,3.0,0,104108.0,Single Family,,
"Lot 1-a Sandy Point Road Sandy Point, NS B0T 1W0",0.0,0.0,45000.0,,,0,113692.0,Land,,
"2576 E Sable Rd East Sable River, NS B0T 1V0",43.759327,-64.967888,449000.0,2.0,1.0,0,169884.0,Single Family,,
"257 Lake John Rd Jordan Falls, NS B0T 1J0",0.0,0.0,629000.0,5.0,3.0,0,127195.0,Single Family,,1980.0
"Hibernia Road Hibernia, NS B0T 1B0",0.0,0.0,129900.0,,,0,156816.0,Land,,
"Lot 8 Salmon Bay Drive GREENFIELD, NS B0T 1E0",0.0,0.0,165000.0,,,0,61855.0,Land,,
"71 Main St Liverpool, NS B0T 1K0",0.0,0.0,379000.0,3.0,3.0,0,11840.0,Single Family,,1753.0
"Block R1 Highway 203 Lower Ohio, NS B0T 1W0",44.066139,-65.566002,109000.0,,,0,470448.0,Land,,
"1 Scobey Lane Mersey Point Mersey Point, NS B0T 1K0",0.0,0.0,300000.0,,,0,100750.0,Land,,
"2 Scobey Lane Mersey Point Mersey Point, NS B0T 1K0",0.0,0.0,325000.0,,,0,77929.0,Land,,
"3 Scobey Lane Mersey Point Mersey Point, NS B0T 1K0",0.0,0.0,350000.0,,,0,95261.0,Land,,
"6 Fort Rd Gunning Cove, NS B0T 1W0",43.676842,-65.329002,29500.0,,,0,43996.0,Land,,
"5626 Highway 3 East Jordan, NS B0T 1W0",0.0,0.0,70000.0,,,0,827640.0,Single Family,,
"645 E Sable Rd East Sable River, NS B0T 1V0",43.823883,-65.02475,480000.0,2.0,1.0,0,178025.0,Single Family,,1999.0
"2132 Sandy Point Rd Shelburne, NS B0T 1W0",43.679668,-65.296722,349500.0,3.0,2.0,0,18848.0,Single Family,,
"63 Gulch Rd Labelle, NS B0T 1E0",44.320713,-64.84404,499990.0,2.0,1.0,0,163581.0,Single Family,Bungalow,1986.0
"8 Shore Rd #4 Rd # 4 Western Head, NS B0T 1G0",43.718376,-65.171959,699000.0,3.0,2.0,0,98367.0,Single Family,,
"6881 Highway 208 South Brookfield, NS B0T 1X0",44.377884,-64.96907,339000.0,3.0,2.0,0,2312165.0,Single Family,,1934.0
"2 Smugglers Cove Rd Labelle, NS B0T 1E0",44.345875,-64.845963,299000.0,,,0,1288505.0,Land,,
"124 Roseway Dr Shelburne, NS B0T 1W0",43.991039,-65.427383,225900.0,2.0,1.0,0,17759.0,Single Family,"Camp,Cottage",
"Lot Wrights Road Shelburne, NS B0T 1W0",43.777798,-65.330566,94900.0,,,0,1146935.0,Land,,
"Lot 103 Highway Reids Hill, NS B0T 1W0",43.726402,-65.405266,29000.0,,,0,1883099.0,Land,,
"173 Ponhook Shore Rd Labelle, NS B0T 1E0",44.32803,-64.852966,379000.0,3.0,2.0,0,24598.0,Single Family,,1978.0
"155 Ponhook Shore Rd Labelle, NS B0T 1E0",44.327015,-64.852409,339900.0,2.0,1.0,0,24720.0,Single Family,Bungalow,1974.0
"141 River Head Rd Port Mouton, NS B0T 1T0",43.942829,-64.831558,479900.0,3.0,2.0,0,501376.0,Single Family,,
"36 John St Shelburne, NS B0T 1W0",43.762859,-65.320518,499000.0,9.0,3.0,0,34709.0,Single Family,,1893.0
"36 John St Shelburne, NS B0T 1W0",43.762833,-65.320503,499000.0,,,0,33829.0,Other,,1893.0
"149 Main St Liverpool, NS B0T 1K0",44.039459,-64.713692,922000.0,,,0,11552.0,Multifamily,,1909.0
"4 E Green Harbour Shelburne, NS B0T 1L0",43.791698,-65.107964,65000.0,,,0,183388.0,Land,,
"Highway 3 Sable River, NS B0T 1V0",0.0,0.0,59900.0,,,0,241322.0,Land,,
"84 Lady Slipper Rd Westfield, NS B0T 1B0",44.446724,-65.016151,399000.0,3.0,1.0,0,566280.0,Single Family,,1981.0
"6381 Highway 3 Jordan Falls, NS B0T 1J0",43.884502,-65.217041,485000.0,3.0,2.0,0,239580.0,Single Family,,1880.0
"5157 Shore Rd Shelburne, NS B0T 1W0",43.549606,-65.387993,404900.0,3.0,2.0,0,122190.0,Single Family,,1945.0
"1256 Upper Clyde Rd Shelburne, NS B0T 1W0",43.682529,-65.491257,349999.0,3.0,1.0,0,44431.0,Single Family,,1990.0
"81 Lake Deception Rd Shelburne, NS B0T 1W0",43.898766,-65.379242,524900.0,4.0,2.0,0,50965.0,Single Family,,1986.0
"38 Sand Cove Rd Westfield, NS B0T 1B0",44.439713,-65.015533,60000.0,,,0,352836.0,Land,,
"Jones Harbour Road East Sable River, NS B0T 1V0",43.755859,-64.97554,345000.0,,,0,383328.0,Land,,
"Lots Jordan Branch Road Jordan Branch, NS B0T 1J0",0.0,0.0,69000.0,,,0,1071232.0,Land,,
"215 W Head Rd Lockeport, NS B0T 1L0",43.683067,-65.128769,1275000.0,3.0,2.0,0,749232.0,Single Family,Bungalow,2006.0
"Lot Pleasant Avenue Mount Pleasant, NS B0T 1K0",0.0,0.0,32000.0,,,0,23000.0,Land,,
"Lot Ten Mile Lake Middlefield, NS B0T 1E0",0.0,0.0,125000.0,,,0,1568160.0,Land,,
"Lots Hill Road Beech Hill Farms, NS B0T 1G0",0.0,0.0,150000.0,,,0,11064240.0,Land,,
"570 Rockland Rd Rockland, NS B0T 1V0",43.726723,-65.078239,398000.0,3.0,2.0,0,3418153.0,Single Family,,
"Lot Sandy Point Road Jordan Bay, NS B0T 1W0",0.0,0.0,139000.0,,,0,871200.0,Land,,
"2722 Sandy Point Rd Shelburne, NS B0T 1W0",43.665672,-65.267242,285000.0,3.0,2.0,0,19602.0,Single Family,Mini,2000.0
"Lot Rockland Road Rockland, NS B0T 1V0",43.731064,-65.076683,169000.0,,,0,5370077.0,Land,,
"Lot 10b Peskawa Close Street Kempt, NS B0T 1B0",0.0,0.0,79000.0,,,0,24394.0,Land,,
"Lot D Back Lake Road SOUTH OHIO, NS B0T 1W0",0.0,0.0,169000.0,,,0,3223440.0,Land,,
"1 Gull Rock Rd Lockeport, NS B0T 1L0",43.696804,-65.114822,1300000.0,12.0,6.0,0,49658.0,Single Family,,
"13 Smokey Rd Shelburne, NS B0T 1W0",43.852379,-65.405678,212000.0,2.0,1.0,0,32230.0,Single Family,2 Level,
"Harry Freeman Road Labelle, NS B0T 1E0",44.352993,-64.822304,150000.0,,,0,33367.0,Land,,
"664 Rockland Rd Rockland, NS B0T 1W0",43.722725,-65.073822,79000.0,,,0,65776.0,Land,,
"45 Ann St Shelburne, NS B0T 1W0",43.761467,-65.318237,259900.0,4.0,2.0,0,9688.0,Single Family,,
"225 Hemlock Haven Rd Shelburne, NS B0T 1W0",43.887508,-65.369598,324999.0,1.0,1.0,0,52272.0,Single Family,,2000.0
"East Green Harbour Road East Green Harbour, NS B0T 1L0",43.728451,-65.13205,574900.0,2.0,1.0,0,235660.0,Single Family,Contemporary,
"East Green Harbour Road East Green Harbour, NS B0T 1L0",43.728451,-65.13205,574900.0,2.0,2.0,0,183388.0,Single Family,Contemporary,
"399 Clinton Rd Shelburne, NS B0T 1W0",43.661442,-65.411163,374000.0,3.0,1.0,0,26136.0,Single Family,Mini,2001.0
"190 Main St LIVERPOOL, NS B0T 1K0",44.039213,-64.714921,689000.0,,,0,4304.0,Multifamily,,1895.0
"18 Howe St Lockeport, NS B0T 1L0",43.69867,-65.11554,149900.0,,,0,19166.0,Other,,
"875 W Sable Rd Sable River, NS B0T 1V0",43.783539,-65.012688,195000.0,2.0,1.0,0,137188.0,Single Family,"Cottage,Camp",
"2471 W Sable Rd Little Harbour, NS B0T 1V0",43.716908,-65.038139,799000.0,2.0,3.0,0,82764.0,Single Family,2 Level,2023.0
"Lot 3 Sand Beach Road Western Head, NS B0T 1K0",0.0,0.0,253900.0,,,0,125888.0,Land,,
"2472 Shore Rd Shelburne, NS B0T 1W0",43.645618,-65.34906,595000.0,2.0,1.0,0,47916.0,Single Family,,2010.0
"105 Morton Dr Liverpool, NS B0T 1K0",44.01461,-64.744843,29500.0,,,0,30139.0,Land,,
"106 Morton Dr LIVERPOOL, NS B0T 1K0",0.0,0.0,27500.0,,,0,27987.0,Land,,
"65 Morton Dr LIVERPOOL, NS B0T 1K0",0.0,0.0,20200.0,,,0,18300.0,Land,,
"63 Morton Dr LIVERPOOL, NS B0T 1K0",0.0,0.0,26500.0,,,0,26907.0,Land,,
"64 Morton Dr LIVERPOOL, NS B0T 1K0",0.0,0.0,21500.0,,,0,21527.0,Land,,
"59 Morton Dr Liverpool, NS B0T 1K0",44.01461,-64.744843,19500.0,,,0,19375.0,Land,,
"62 Morton Dr LIVERPOOL, NS B0T 1K0",0.0,0.0,26500.0,,,0,26907.0,Land,,
"61 Morton Dr LIVERPOOL, NS B0T 1K0",0.0,0.0,21500.0,,,0,20451.0,Land,,
"129 Hall St Lockeport, NS B0T 1L0",43.701973,-65.116112,399900.0,3.0,2.0,0,13582.0,Single Family,,1960.0
"Lot No 103 Highway East Sable River, NS B0T 1S0",0.0,0.0,49000.0,,,0,904306.0,Land,,
"190 Water St Shelburne, NS B0T 1W0",43.765957,-65.324776,395000.0,,1.0,0,15799.0,Single Family,,1965.0
"40 Mcgills Island Rd Shelburne, NS B0T 1W0",43.940613,-65.411728,399000.0,2.0,1.0,0,314503.0,Single Family,Bungalow,1987.0
"Lot Highway 3|pid APT 70057039 White Point, NS B0T 1G0",43.881096,-64.912903,17900.0,,,0,766656.0,Land,,
"1050 Sandy Point Rd Shelburne, NS B0T 1W0",43.715023,-65.316765,599995.0,3.0,2.0,0,36860.0,Single Family,Bungalow,1974.0
"1025 Shore Rd Moose Harbour, NS B0T 1K0",44.00626,-64.666664,499000.0,3.0,1.0,0,107593.0,Single Family,Bungalow,1964.0
"Mcnutts Island Road Mcnutts Island, NS B0T 1W0",43.644913,-65.301926,29000.0,,,0,2178000.0,Land,,
"41 Post Office Rd Shelburne, NS B0T 1W0",43.633751,-65.481842,589000.0,3.0,2.0,0,98010.0,Single Family,,1999.0
"2710 Sandy Point Rd Shelburne, NS B0T 1W0",43.665634,-65.268303,899000.0,4.0,3.0,0,150055.0,Single Family,,2016.0
"809 Highway 203 Shelburne, NS B0T 1W0",43.807259,-65.349991,470000.0,3.0,2.0,0,431244.0,Single Family,,1995.0
"Sandy Point Road Jordan Ferry, NS B0T 1W0",43.724709,-65.315735,69000.0,,,0,108029.0,Land,,
"Lot 3 Mackeral Rock Road Sandy Point, NS B0T 1W0",0.0,0.0,59000.0,,,0,93824.0,Land,,
"Lot Narrows Road Labelle, NS B0T 1T0",44.042553,-64.97979,130000.0,,,0,85813.0,Land,,
"Lot 1 Moose Pit Road Westfield, NS B0T 1B0",0.0,0.0,69000.0,,,0,57064.0,Land,,
"27 Wharf Ln Hunts Point, NS B0T 1G0",43.952248,-64.764801,299999.0,3.0,2.0,0,38333.0,Single Family,Bungalow,1977.0
"Lot 6 Maple Ridge Drive White Point, NS B0T 1K0",0.0,0.0,22900.0,,,0,33994.0,Land,,
