address,lat,lng,price,bed,bath,sqft,lotSize,property_type,property_style,year_built
"26 Lakefield Dr East Uniacke, NS B0N 1Z0",44.917122,-63.775539,699000.0,2.0,2.0,0,17254.0,Single Family,Bungalow,2016.0
"278 Dill Rd Windsor, NS B0N 2T0",44.964298,-64.12529,650000.0,3.0,3.0,0,100031.0,Single Family,Bungalow,
"49 St Andrews St Stewiacke, NS B0N 2J0",45.137348,-63.344097,214900.0,3.0,1.0,0,17498.0,Single Family,,1953.0
"120 Buster Davis Rd Ardoise, NS B0N 1L0",44.938984,-63.927197,420000.0,3.0,3.0,0,108900.0,Single Family,Bungalow,2002.0
"1280 Highway 2 Hilden, NS B0N 1C0",45.226315,-63.28904,249900.0,3.0,1.0,0,15651.0,Single Family,Bungalow,
"41 Cottage St Windsor, NS B0N 2T0",44.980572,-64.128571,425000.0,,,0,4914.0,Multifamily,,
"111 St Andrews St Stewiacke, NS B0N 2J0",45.134632,-63.3437,289900.0,4.0,1.0,0,91476.0,Single Family,,
"1462 Highway 215 Tennecape, NS B0N 2R0",45.00647,-64.010323,295000.0,2.0,1.0,0,100188.0,Single Family,Bungalow,1972.0
"20665 Highway 2 Shubenacadie East, NS B0N 2H0",45.11565,-63.379696,380000.0,3.0,2.0,0,17424.0,Single Family,Mini,
"29 Pentz Lake Dr Mount Uniacke, NS B0N 1Z0",44.885731,-63.818958,389900.0,3.0,1.0,0,66647.0,Single Family,Bungalow,
"2 Nova Scotia Trunk 1 Ardoise, NS B0N 1L0",45.065536,-64.179901,324900.0,,,0,1102068.0,Land,,
"582 Belmont Rd Newport Landing, NS B0N 2A0",0.0,0.0,449500.0,4.0,3.0,0,50094.0,Single Family,Other,
"18 Mountain View Dr Windsor, NS B0N 2T0",44.922337,-64.20079,285000.0,3.0,1.0,0,7314.0,Single Family,Bungalow,
"93 Centennial Dr Windsor, NS B0N 2T0",44.99272,-64.123843,899900.0,,,0,56628.0,Other,,1992.0
"Lot 14 Douglaswood Drive Lakelands, NS B0N 1Z0",0.0,0.0,65000.0,,,0,86249.0,Land,,
"105 Wharf Rd Noel, NS B0N 2C0",0.0,0.0,110000.0,,,0,15002.0,Land,,
"3 Acres Mines Rd Falmouth, NS B0N 2T0",0.0,0.0,59900.0,,,0,130680.0,Land,,
"Lot 104 55 Grove Street Mount Uniacke, NS B0N 1Z0",44.867977,-63.797928,599900.0,4.0,3.0,0,48975.0,Single Family,,
"5 Johnson Rd Mount Uniacke, NS B0N 1Z0",44.900524,-63.838036,299900.0,1.0,1.0,0,7200.0,Single Family,Bungalow,1955.0
"45 Perry Cres Stewiacke, NS B0N 2J0",45.13763,-63.357769,599900.0,3.0,3.0,0,16548.0,Single Family,,
"Burgess Crescent Windsor, NS B0N 2T0",44.983166,-64.119278,409900.0,3.0,3.0,0,3511.0,Single Family,,
"Burgess Crescent Windsor, NS B0N 2T0",44.983166,-64.119278,409900.0,3.0,3.0,0,3511.0,Single Family,,
"Abbey Road Windsor, NS B0N 2T0",44.984962,-64.111465,489900.0,2.0,2.0,0,,Single Family,,
"Abbey Road Windsor, NS B0N 2T0",44.984962,-64.111465,489900.0,2.0,2.0,0,,Single Family,,
"53 Blue Jay Way Vaughan, NS B0N 2T0",44.844479,-64.23455,389000.0,2.0,1.0,0,51000.0,Single Family,,
"Highway 14 Mill Section, NS B0N 2T0",44.992687,-64.037254,300000.0,,,0,4835160.0,Land,,
"2133 New Cheverie Rd Cheverie, NS B0N 2A0",45.156933,-64.175301,450000.0,5.0,2.0,0,43560.0,Single Family,,1875.0
"4578 Highway 1 Windsor, NS B0N 2T0",44.963974,-64.092819,479900.0,4.0,2.0,0,6617.0,Single Family,,2007.0
"1083 Vaughan Rd Scotch Village, NS B0N 2A0",45.061001,-63.976162,499900.0,2.0,2.0,0,130680.0,Single Family,Cape Cod,
"1374 Highway 236 Scotch Village, NS B0N 2G0",45.061275,-63.979191,379900.0,,,0,740520.0,Farm,Other,
"Burgess Crescent Windsor, NS B0N 2T0",44.983166,-64.119278,85000.0,,,0,6116.0,Land,,
"208 Burgess Cres #e Windsor, NS B0N 2T0",44.983166,-64.119278,529900.0,3.0,3.0,0,6116.0,Single Family,,
"103 Tonge Hl Windsor, NS B0N 2T0",44.97406,-64.113518,315000.0,2.0,1.0,0,14819.0,Single Family,,1965.0
"11298 Highway 224 Elmsvale, NS B0N 1X0",45.126888,-62.965599,199900.0,4.0,3.0,0,65340.0,Single Family,,1941.0
"837 Shortts Lake West Rd Shortts Lake, NS B0N 2J0",45.203342,-63.326931,799250.0,3.0,3.0,0,83622.0,Single Family,,
"Lot 1 Highway 215 Lower Selma, NS B0N 1T0",0.0,0.0,120000.0,,,0,196068.0,Land,,
"12116 Highway 224 Middle Musquodoboit, NS B0N 1X0",45.126888,-62.965599,399900.0,3.0,2.0,0,130680.0,Single Family,,1906.0
"1705 Antrim Rd Carrolls Corner, NS B0N 1Y0",45.000311,-63.385267,149900.0,,,0,142441.0,Land,,
"14 Rubys Way Stewiacke, NS B0N 2J0",45.139118,-63.342957,429900.0,2.0,2.0,0,5946.0,Single Family,,
"23 Rubys Way Stewiacke, NS B0N 2J0",45.139347,-63.342812,439900.0,2.0,2.0,0,5680.0,Single Family,,
"785 Southside Rd Newton Mills, NS B0N 2P0",0.0,0.0,199900.0,2.0,1.0,0,41800.0,Single Family,,1958.0
"785 Southside Newton Mills, NS B0N 2P0",0.0,0.0,199900.0,2.0,1.0,0,41800.0,Single Family,,1958.0
"Acerage Main Street West Stewiacke, NS B0N 2J0",0.0,0.0,11700000.0,,,0,370.0,Land,,
"996 Armstrong Lake East Rd Windsor, NS B0N 2T0",44.821877,-64.187508,99500.0,1.0,,0,135907.0,Single Family,"Bungalow,Cottage,Camp",2001.0
"2261 Highway 289 Middle Stewiacke, NS B0N 1C0",45.254795,-63.506283,254900.0,2.0,1.0,0,20473.0,Single Family,Mini,2022.0
"2859 Highway 215 Moose Brook, NS B0N 2R0",0.0,0.0,139900.0,3.0,1.0,0,87120.0,Single Family,,
"9 Piper Ln Vaughan, NS B0N 2T0",0.0,0.0,234900.0,2.0,1.0,0,,Single Family,Bungalow,2021.0
"57 Hazelwood Dr Brooklyn, NS B0N 2A0",0.0,0.0,599900.0,5.0,3.0,0,58370.0,Single Family,,2009.0
"58 Black Cherry Ln ARDOISE, NS B0N 3A0",0.0,0.0,39900.0,,,0,6395.0,Land,,
"59 Black Cherry Ln ARDOISE, NS B0N 3A0",0.0,0.0,39900.0,,,0,7353.0,Land,,
"60 Black Cherry Ln ARDOISE, NS B0N 3A0",0.0,0.0,39900.0,,,0,9021.0,Land,,
"57 Black Cherry Ln ARDOISE, NS B0N 3A0",0.0,0.0,39900.0,,,0,12737.0,Land,,
"Lot Tuff Street Macphees Corner, NS B0N 2H0",45.107048,-63.508099,59900.0,,,0,219521.0,Land,,
"1578 Cooks Brook Rd Cooks Brook, NS B0N 2H0",45.023392,-63.290386,1350000.0,3.0,4.0,0,2106126.0,Farm,Bungalow,2006.0
"99 Dill Road Ext Windsor, NS B0N 2T0",44.971119,-64.126007,739000.0,3.0,3.0,0,111949.0,Single Family,,2022.0
"2102 S Rawdon Rd South Rawdon, NS B0N 1Z0",45.009434,-63.852375,399000.0,4.0,2.0,0,363290.0,Single Family,,1940.0
"223 Hunter Haven Rd Wittenburg, NS B0N 2J0",45.081104,-63.24593,100000.0,2.0,,0,237402.0,Single Family,Bungalow,
"927 Windsor Back Rd Windsor, NS B0N 2T0",44.963566,-64.104538,599000.0,5.0,4.0,0,25339.0,Single Family,,2021.0
"30 Lakewood Drive Ext Newport, NS B0N 2A0",44.998638,-64.011353,649000.0,3.0,3.0,0,64164.0,Single Family,2 Level,1989.0
"Lot 10 Pigott Lake Road Lakelands, NS B0N 1Z0",0.0,0.0,85000.0,,,0,16000.0,Land,,
"Lot 9 Pigott Lake Road Lakelands, NS B0N 1Z0",44.923318,-63.884511,99000.0,,,0,15002.0,Land,,
"Lot 2 Shaw Big Lake Murchyville, NS B0N 1X0",0.0,0.0,175000.0,,,0,4356000.0,Land,,
"Lot 1 Shaw Big Lake Murchyville, NS B0N 1X0",0.0,0.0,175000.0,,,0,4356000.0,Land,,
"Lot Highway 215 Urbania, NS B0N 2H0",0.0,0.0,49900.0,,,0,108900.0,Land,,
"2673 Stewiacke Rd Lanesville, NS B0N 2J0",45.134846,-63.215828,899900.0,4.0,3.0,0,526205.0,Single Family,Bungalow,2022.0
"360 Meek Rd Centre Rawdon, NS B0N 2N0",0.0,0.0,799000.0,1.0,1.0,0,4573800.0,Single Family,,2022.0
"119 Moonlight Dr Mount Uniacke, NS B0N 1Z0",44.888119,-63.829552,100300.0,,,0,,Land,,
"31 J Ramsey Rd Wittenburg, NS B0N 2J0",45.092548,-63.232586,575000.0,3.0,2.0,0,777546.0,Farm,,1940.0
"101 Lorne Smith Rd Walton, NS B0N 2R0",45.233898,-64.011452,129900.0,1.0,1.0,0,21780.0,Single Family,"Cottage,Camp",
"14 Aspen Ct Ardoise, NS B0N 3A0",44.92778,-63.915859,519999.0,3.0,3.0,0,12916.0,Single Family,Cape Cod,2018.0
"Lot 4 Lacey Road Milford, NS B0N 1Y0",0.0,0.0,89900.0,,,0,10141.0,Land,,
"1042 Pleasant Valley Rd Pleasant Valley, NS B0N 1C0",45.250702,-63.338764,1200000.0,3.0,2.0,0,217800.0,Single Family,Bungalow,1997.0
"47 Glenmore Rd Middle Musquodoboit, NS B0N 1X0",45.046997,-63.14455,359900.0,4.0,2.0,0,22163.0,Single Family,,1989.0
"Community Way Garlands Crossing, NS B0N 2T0",0.0,0.0,665000.0,2.0,2.0,0,6094.0,Single Family,,2024.0
"9 Long Lake Dr East Uniacke, NS B0N 1Z0",44.958755,-63.747948,300000.0,3.0,2.0,0,114563.0,Single Family,,1958.0
"5496 Highway 215 East Noel, NS B0N 1T0",45.306751,-63.693214,449900.0,5.0,3.0,0,3136320.0,Single Family,,1936.0
"93 Meek Arm Trl East Uniacke, NS B0N 1Z0",44.965893,-63.792427,79900.0,,,0,67670.0,Land,,
"6 Narrows Rd A Rd Lake Egmont, NS B0N 1Y0",44.99168,-63.302189,339900.0,2.0,1.0,0,78073.0,Single Family,Mini,
"4309 Walton Woods Rd Walton, NS B0N 2R0",45.228525,-64.003747,89900.0,,,0,12502.0,Other,,
"8392 Highway 224 Upper Musquodoboit, NS B0N 2M0",45.136949,-62.949451,39900.0,,,0,43560.0,Land,,
"Lot John Grant Back Road Elderbank, NS B0N 1X0",44.963142,-63.217552,29900.0,,,0,6473.0,Land,,
"6 Goldenrod Ct Falmouth, NS B0N 1L0",44.998791,-64.170174,455000.0,2.0,2.0,0,5637.0,Single Family,,2023.0
"106 The Ski Martock Rd Windsor, NS B0N 2T0",44.938488,-64.189209,134900.0,1.0,1.0,0,48447.0,Single Family,"Camp,Cottage",2021.0
"199 A Stewart Road Unit 7 Rd #7 Shortts Lake, NS B0N 2J0",45.208305,-63.317318,468000.0,2.0,3.0,0,,Single Family,,2020.0
"35 Dill Rd Currys Corner, NS B0N 2T0",44.969414,-64.128151,999999.0,5.0,5.0,0,48443.0,Single Family,Contemporary,2008.0
"410 Lawrence Rd Union Corner, NS B0N 2A0",45.01487,-64.024437,359900.0,2.0,2.0,0,79946.0,Single Family,Bungalow,1984.0
"Highway 215 East Walton, NS B0N 2R0",0.0,0.0,75000.0,,,0,2962080.0,Land,,
"Highway 215 East Walton, NS B0N 2R0",0.0,0.0,130000.0,,,0,3528360.0,Land,,
"7911 Moose River Rd Middle Musquodoboit, NS B0N 1X0",45.032547,-62.983456,59900.0,,,0,223027.0,Land,,
"9 Ridgeview St Milford, NS B0N 1Y0",45.04721,-63.43082,569900.0,4.0,3.0,0,14963.0,Single Family,,1989.0
"463 Highway 1 Mount Uniacke, NS B0N 1Z0",44.881298,-63.816666,1129900.0,5.0,3.0,0,121968.0,Single Family,Cape Cod,2012.0
"Lot 101 Avon Spirit Lane Avondale, NS B0N 2A0",44.893349,-64.013634,499900.0,3.0,2.0,0,185448.0,Single Family,Bungalow,
"68 White Tail Pass Windsor, NS B0N 2T0",44.852848,-64.231987,61000.0,,,0,115434.0,Land,,
"67 White Tail Pass Windsor, NS B0N 2T0",44.855465,-64.231926,59000.0,,,0,117612.0,Land,,
"807 Riverside Rd Fort Ellis, NS B0N 2J0",45.166046,-63.384125,949999.0,3.0,4.0,0,221720.0,Single Family,Bungalow,2007.0
"19 Walker Rd Mosherville, NS B0N 2G0",45.073498,-63.953995,424900.0,3.0,2.0,0,7902.0,Single Family,Bungalow,2023.0
"Lady Slipper Lane Mount Uniacke, NS B0N 1Z0",44.885353,-63.825405,170000.0,,,0,161172.0,Land,,
"45 Resort Road Unit 32 Rd #32 Windsor, NS B0N 2T0",44.84343,-64.236649,399999.0,3.0,2.0,0,24110.0,Single Family,"Chalet,Cottage,Camp",2018.0
"199 A Stewart Road Unit 3 Rd #3 Shortts Lake, NS B0N 2J0",45.20874,-63.317692,459000.0,2.0,3.0,0,,Single Family,,2020.0
"1 Ns-215 Lower Burlington, NS B0N 2A0",45.004089,-64.007355,133500.0,,,0,1306800.0,Land,,
"479 Armstrong Lake West Rd Windsor, NS B0N 2T0",44.821381,-64.198906,189900.0,2.0,1.0,0,57064.0,Single Family,,2003.0
"Usg-3 Wentworth Road Wentworth Creek, NS B0N 2T0",0.0,0.0,450000.0,,,0,1063474.0,Land,,
"Highway 215 Shubenacadie, NS B0N 2H0",45.089581,-63.41077,499900.0,,,0,4007520.0,Land,,
"8096 Highway 215 Hwy Selma, NS B0N 1T0",45.250336,-63.469418,449000.0,3.0,1.0,0,20103.0,Single Family,3 Level,1860.0
"232 Partridge Ln Mount Uniacke, NS B0N 1Z0",44.929043,-63.841648,1999000.0,5.0,3.0,0,69321.0,Single Family,3 Level,2014.0
"18 Dandylion Ln Elmsvale, NS B0N 1X0",45.074512,-63.098934,429900.0,3.0,2.0,0,51836.0,Single Family,Mini,2022.0
"39 Cn Rd Shubenacadie, NS B0N 2H0",45.135784,-63.354736,598000.0,3.0,3.0,0,62186.0,Single Family,Bungalow,
"Lot 2 Highway 215 PORT MAITLAND, NS B0N 1T0",0.0,0.0,89000.0,,,0,274428.0,Land,,
"30 Blomidon View Ln Bramber, NS B0N 2R0",45.174026,-64.162781,288500.0,1.0,1.0,0,19332.0,Single Family,Bungalow,1998.0
"96 Highway 224 Gays River, NS B0N 2H0",45.081493,-63.399078,409900.0,3.0,2.0,0,57935.0,Single Family,Bungalow,
"1492 Highway 336 Dean, NS B0N 2M0",0.0,0.0,99000.0,3.0,2.0,0,40445.0,Single Family,,
"1210 Burntcoat Rd Burntcoat, NS B0N 1T0",0.0,0.0,435000.0,3.0,2.0,0,871200.0,Single Family,,
"Lot Pid APT 40048183 St Marys Road Chaplin, NS B0N 2M0",0.0,0.0,29900.0,,,0,56628.0,Land,,
"Lot 5140 545 Bondi Drive Middle Sackville, NS B0N 1Z0",44.795788,-63.756958,819900.0,4.0,3.0,0,56750.0,Single Family,,
"3498 Highway 14 Mill Section, NS B0N 2T0",45.058365,-63.734863,599900.0,4.0,2.0,0,194278.0,Single Family,"2 Level,Bungalow",2007.0
"12892 Highway 224 Chaswood, NS B0N 2H0",45.061272,-63.38802,67500.0,,,0,219978.0,Land,,
"Lot 66 Summit Ridge Road Windsor, NS B0N 2T0",0.0,0.0,62000.0,,,0,120661.0,Land,,
"449 Albert St Windsor, NS B0N 2T0",44.990879,-64.133911,660000.0,4.0,2.0,0,23039.0,Single Family,,1911.0
"74 Falcon Dr Windsor, NS B0N 2T0",44.842052,-64.232376,399000.0,3.0,2.0,0,17703.0,Single Family,Chalet,2019.0
"4532 Highway 357 Meaghers Grant, NS B0N 1K0",44.938057,-63.229916,379900.0,2.0,2.0,0,427489.0,Single Family,,1978.0
"22 Irven Dr Garlands Crossing, NS B0N 2T0",44.980932,-64.109045,272000.0,3.0,2.0,0,,Single Family,Mini,2009.0
"94 William Conley Ln Walton, NS B0N 2R0",45.242203,-63.99609,275000.0,2.0,1.0,0,19998.0,Single Family,"Bungalow,Cottage,Camp",2009.0
"131 White Birch Ln Windsor, NS B0N 2T0",44.912964,-64.192032,649900.0,5.0,2.0,0,269096.0,Single Family,,2000.0
"Cemetery Road St. Croix, NS B0N 2E0",0.0,0.0,589900.0,,,0,1475813.0,Land,,
"5804 Highway 215 Kempt Shore, NS B0N 2A0",45.131989,-64.192322,599900.0,4.0,3.0,0,9147600.0,Single Family,,
"19384 Highway 2 Fort Ellis, NS B0N 2J0",45.158142,-63.336975,649900.0,4.0,3.0,0,116741.0,Single Family,,1977.0
"Lot C-5 Mill Road Mount Uniacke, NS B0N 1Z0",44.873447,-63.811205,55000.0,,,0,16601.0,Land,,
"Lot 7 Highway 14 Windsor, NS B0N 2T0",0.0,0.0,139900.0,,,0,1398799.0,Land,,
"Lot 115 98 Grove Street Mount Uniacke, NS B0N 1Z0",44.867977,-63.797928,639900.0,4.0,4.0,0,96329.0,Single Family,,
"546 Wile Settlement Rd Windsor, NS B0N 2T0",44.820782,-64.258743,799900.0,4.0,3.0,0,4268880.0,Farm,,2006.0
"523 Highway 215 Brooklyn, NS B0N 2A0",44.984673,-63.995464,250000.0,4.0,2.0,0,514008.0,Single Family,,
"74 Meek Arm Trl East Uniacke, NS B0N 1Z0",0.0,0.0,339000.0,,,0,66473.0,Land,,
"2786 Highway 2 East Hants, NS B0N 2H0",45.084591,-63.409573,480000.0,3.0,2.0,0,119790.0,Single Family,,
"Burgess Crescent Windsor, NS B0N 2T0",44.983166,-64.119278,399900.0,3.0,3.0,0,7018.0,Single Family,,
"88 Thistle St # 276 Falmouth, NS B0N 2T0",45.001286,-64.172646,565000.0,3.0,2.0,0,9831.0,Single Family,,
"Lot A Coles Road Lakelands, NS B0N 1Z0",0.0,0.0,64900.0,,,0,15699.0,Land,,
"32 Meek Arm Trl Mount Uniacke, NS B0N 1Z0",44.965729,-63.791393,320000.0,,,0,55430.0,Land,,
"5 Powell Dr 2 3 Mount Uniacke, NS B0N 1Z0",44.902802,-63.778503,300000.0,,,0,666024.0,Land,,
"Highway 14 Upper Vaughan, NS B0N 2T0",0.0,0.0,209000.0,,,0,4692719.0,Land,,
"Wharf Road Noel, NS B0N 2C0",45.30233,-63.750443,79900.0,,,0,435600.0,Land,,
"737 Highway 236 Stanley, NS B0N 2A0",45.091221,-63.885353,290000.0,2.0,1.0,0,43560.0,Single Family,Mini,1972.0
"10 Narrows Rd A Lake Egmont, NS B0N 1Y0",44.99168,-63.302189,89900.0,,,0,91084.0,Land,,
"11 Narrows Rd A Lake Egmont, NS B0N 1Y0",44.991684,-63.295509,89900.0,,,0,68577.0,Land,,
"8 Narrows Rd A Lake Egmont, NS B0N 1Y0",44.99168,-63.302189,44900.0,,,0,74488.0,Land,,
"9 Narrows Rd A Lake Egmont, NS B0N 1Y0",44.991684,-63.295509,44900.0,,,0,55574.0,Land,,
"763 Conrod Rd Middle Musquodoboit, NS B0N 1X0",45.009342,-63.176567,1800000.0,4.0,3.0,0,3267000.0,Single Family,,
"7 Narrows Rd A Lake Egmont, NS B0N 1Y0",44.991684,-63.295509,44900.0,,,0,79070.0,Land,,
"Lot A-6 Narrows Road Lake Egmont, NS B0N 1Y0",44.991682,-63.302187,44900.0,,,0,78073.0,Land,,
"14 N Uniacke Lake Rd Mount Uniacke, NS B0N 1Z0",44.902016,-63.837234,148900.0,,,0,21750.0,Land,,
"1 Lakeview Drive Windsor, NS B0N 2T0",44.987885,-64.1465,59900.0,,,0,11230.0,Land,,
"Hiltz Road Cambridge, NS B0N 2R0",0.0,0.0,99000.0,,,0,348480.0,Land,,
"Lot Belmont Road Brooklyn, NS B0N 1H0",0.0,0.0,229000.0,,,0,1416898.0,Land,,
"15 Dandylion Ln Elmsvale, NS B0N 1X0",45.074512,-63.098934,29900.0,,,0,62726.0,Land,,
"9 Karen Ct Cambridge, NS B0N 2R0",0.0,0.0,833000.0,4.0,3.0,0,56192.0,Single Family,Chalet,2013.0
"29 Shipyard Rd Cheverie, NS B0N 1G0",0.0,0.0,199000.0,,,0,106286.0,Land,,
"8860 Moose River Rd Lindsay Lake, NS B0N 1X0",45.055809,-63.022659,299900.0,2.0,1.0,0,3103650.0,Single Family,,
"80 Heritage Way East Uniacke, NS B0N 1Z0",44.95842,-63.798612,69900.0,,,0,35501.0,Land,,
"Lot 28 Highland Drive ARDOISE, NS B0N 3A0",0.0,0.0,69900.0,,,0,50852.0,Land,,
"Lot 3 Vista Ridge ARDOISE, NS B0N 3A0",0.0,0.0,69900.0,,,0,49702.0,Land,,
"72 Keddy Rd Cooks Brook, NS B0N 1X0",45.000721,-63.26627,59900.0,,,0,18814.0,Land,,
"684 St Marys Rd Chaplin, NS B0N 2M0",0.0,0.0,499900.0,4.0,2.0,0,614196.0,Single Family,Bungalow,1972.0
"Lot B8 Halewood Drive Falmouth, NS B0N 2T0",44.999046,-64.182785,599900.0,3.0,3.0,0,19724.0,Single Family,,
"739 Collier Rd Ardoise, NS B0N 1L0",44.946354,-63.929279,444444.0,6.0,3.0,0,56628.0,Single Family,2 Level,
"Lot Fuller Road Bishopville, NS B0N 1L0",44.930447,-63.961674,129000.0,,,0,862052.0,Land,,
"Cyan Court MIDDLE SACKVILLE, NS B0N 1Z0",0.0,0.0,205000.0,,,0,169884.0,Land,,
"71 Blackbird Ln MIDDLE SACKVILLE, NS B0N 1Z0",0.0,0.0,300000.0,,,0,175111.0,Land,,
"121 Orchid Ct MIDDLE SACKVILLE, NS B0N 1Z0",0.0,0.0,275000.0,,,0,155509.0,Land,,
"199 Orchid Ct MIDDLE SACKVILLE, NS B0N 1Z0",0.0,0.0,275000.0,,,0,503989.0,Land,,
"Lot R1 Highway 224 Cooks Brook, NS B0N 1X0",45.061272,-63.38802,49900.0,,,0,98446.0,Land,,
"9409 Highway 215 Pembroke, NS B0N 2R0",0.0,0.0,1280000.0,4.0,4.0,0,3136320.0,Single Family,2 Level,2022.0
"Lot A30 Bayswater Drive Cheverie, NS B0N 2A0",0.0,0.0,30000.0,,,0,218236.0,Land,,
"Lot 5 14 Community Way Garlands Crossing, NS B0N 2T0",44.878231,-64.279472,595000.0,2.0,2.0,0,5397.0,Single Family,,
"8 Elizabeth Ave Garlands Crossing, NS B0N 2T0",44.878231,-64.279472,640000.0,3.0,2.0,0,10999.0,Single Family,,
"Stewiacke Road Lanesville, NS B0N 2J0",45.133465,-63.238819,29900.0,,,0,95832.0,Land,,
"Stewiacke Road Lanesville, NS B0N 2J0",45.133465,-63.238819,29900.0,,,0,96873.0,Land,,
"8 Goldenrod Ct Falmouth, NS B0N 1L0",44.930447,-63.961674,455000.0,2.0,2.0,0,5737.0,Single Family,,
"88 Sparrow Ln Vaughan, NS B0N 2T0",0.0,0.0,49000.0,,,0,27391.0,Land,,
"58 Elizabeth Ave Garlands Crossing, NS B0N 2T0",0.0,0.0,640000.0,3.0,2.0,0,6438.0,Single Family,,
"62 Community Way Windsor, NS B0N 2T0",44.980461,-64.11306,470000.0,2.0,2.0,0,4321.0,Single Family,,
"66 Community Way Windsor, NS B0N 2T0",44.878231,-64.279472,470000.0,2.0,2.0,0,4321.0,Single Family,,
"Lot 145a Kingston Court Three Mile Plains, NS B0N 2T0",44.878231,-64.279472,479900.0,3.0,2.0,0,3851.0,Single Family,Bungalow,
"145 B Kingston Ct Three Mile Plains, NS B0N 2T0",44.878231,-64.279472,514900.0,3.0,2.0,0,3851.0,Single Family,Bungalow,
"Lot 3 Pigott Lake Road|lakelands Lakelands, NS B0N 1Z0",0.0,0.0,129000.0,,,0,30279.0,Land,,
"11 Scott Ln Milford, NS B0N 1Y0",45.039227,-63.438477,549900.0,5.0,4.0,0,42349.0,Single Family,,1908.0
"2107 Highway 215 Tennecape, NS B0N 2R0",45.2691,-63.898411,1300000.0,4.0,2.0,0,2722065.0,Single Family,Bungalow,1994.0
"0 Douglaswood Dr #12 Dr # 12 Lakelands, NS B0N 1Z0",44.933411,-63.886749,623900.0,3.0,3.0,0,82328.0,Single Family,,
"153 Heritage Way East Uniacke, NS B0N 1Z0",44.95689,-63.799309,799000.0,4.0,3.0,0,43129.0,Single Family,,
"90 Grandview Ter East Uniacke, NS B0N 1Z0",44.955627,-63.7971,449000.0,3.0,2.0,0,35131.0,Single Family,Bungalow,
"Lot 156 B Kingston Court|three Mile Plains Three Mile Plains, NS B0N 2T0",44.878231,-64.279472,479900.0,3.0,2.0,0,3851.0,Single Family,Bungalow,
"Lot 156 A Kingston Court|three Mile Plains Three Mile Plains, NS B0N 2T0",44.878231,-64.279472,479900.0,3.0,2.0,0,3851.0,Single Family,Bungalow,
"Highway 224 Cooks Brook, NS B0N 2H0",0.0,0.0,45000.0,,,0,86001.0,Land,,
"Lot 2 Highway 14 Windsor, NS B0N 2T0",44.974223,-64.107978,74900.0,,,0,48134.0,Land,,
"8504 Highway 224 Upper Musquodoboit, NS B0N 1X0",45.132317,-62.953732,219000.0,,,0,58370.0,Other,,1983.0
"Lot Musgrave Road Lower Burlington, NS B0N 2A0",0.0,0.0,69900.0,,,0,609840.0,Land,,
"1696 Highway 336 Dean, NS B0N 2M0",45.15918,-62.756523,399900.0,4.0,2.0,0,40655.0,Single Family,,2013.0
"Lot 2 Butler Road Lake Egmont, NS B0N 2H0",0.0,0.0,29900.0,,,0,59242.0,Land,,
"Lot 3 Butler Road Lake Egmont, NS B0N 2H0",0.0,0.0,29900.0,,,0,59242.0,Land,,
"1 Butler Rd Lake Egmont, NS B0N 2H0",44.992352,-63.292747,29900.0,,,0,59242.0,Land,,
"Lot 144a Kingston Court Three Mile Plains, NS B0N 2T0",44.878231,-64.279472,479900.0,3.0,2.0,0,3851.0,Single Family,Bungalow,
"653 Burntcoat Rd Burntcoat, NS B0N 1T0",45.309755,-63.799262,729900.0,,,0,2570040.0,Land,,
"Lot 158b Kingston Court Three Mile Plains, NS B0N 2T0",44.878231,-64.279472,479900.0,3.0,2.0,0,3851.0,Single Family,Bungalow,
"Lot 158a Kingston Court Three Mile Plains, NS B0N 2T0",44.878231,-64.279472,479900.0,3.0,2.0,0,3851.0,Single Family,Bungalow,
"Lot 157a Kingston Court Three Mile Plains, NS B0N 2T0",44.878231,-64.279472,479900.0,3.0,2.0,0,3851.0,Single Family,Bungalow,
"Lot 159a Kingston Court Three Mile Plains, NS B0N 2T0",44.878231,-64.279472,479900.0,3.0,2.0,0,3851.0,Single Family,Bungalow,
"Lot 157b Kingston Court Three Mile Plains, NS B0N 2T0",44.878231,-64.279472,479900.0,3.0,2.0,0,3851.0,Single Family,Bungalow,
"Lot 22-1 Stewiacke Road South Branch, NS B0N 2P0",0.0,0.0,69900.0,,,0,88266.0,Land,,
"1419 Ashdale Rd South Rawdon, NS B0N 1Z0",45.012894,-63.87849,599999.0,4.0,3.0,0,262231.0,Single Family,,1977.0
"2 Highway 224 #p Elmsvale, NS B0N 1X0",0.0,0.0,22500.0,,,0,98446.0,Land,,
"Starview Avenue Unit 41 Vaughan, NS B0N 2T0",0.0,0.0,849900.0,,,0,871200.0,Other,,2022.0
"8-a Tully Avenue Shubenacadie 13, NS B0N 2H0",0.0,0.0,679900.0,,,0,312761.0,Land,,
"Lot Rock Road Maple Grove, NS B0N 1T0",0.0,0.0,108500.0,,,0,484000.0,Land,,
"1 Highway 224 #v Elmsvale, NS B0N 1X0",0.0,0.0,24760.0,,,0,140699.0,Land,,
"2 Highway 224 #n Elmsvale, NS B0N 1X0",0.0,0.0,22800.0,,,0,113256.0,Land,,
"2 Highway 224 #m Elmsvale, NS B0N 1X0",0.0,0.0,23160.0,,,0,105851.0,Land,,
"Lot Exhibition Grounds Road Middle Musquodoboit, NS B0N 1X0",0.0,0.0,20000.0,,,0,33820.0,Land,,
